http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGDID	Uniprot
CAL0000151067	G8B4Z9
CAL0000151069	G8BC38
CAL0000151071	G8B9R7
CAL0000151075	G8BEM9
CAL0000151073	G8B8W1
CAL0000151081	G8BJ53
CAL0000151083	G8BB35
CAL0000151085	G8B6G5
CAL0000151087	G8B575
CAL0000151089	G8B538
CAL0000151091	G8B7L1
CAL0000151093	G8BI37
CAL0000151095	G8B5L0
CAL0000151097	G8BA52
CAL0000151099	G8BAI7
CAL0000151101	G8B751
CAL0000151103	G8B666
CAL0000151105	G8BI27
CAL0000151107	G8BC53
CAL0000151109	G8BKJ4
CAL0000151111	G8BB90
CAL0000151113	G8BIK6
CAL0000151115	G8BJG3
CAL0000151117	G8BCV0
CAL0000151121	G8B6I5
CAL0000151123	G8B7K5
CAL0000151119	G8BF45
CAL0000151127	G8B5R5
CAL0000151129	G8BCR7
CAL0000151131	G8BG83
CAL0000151133	G8BHV9
CAL0000151135	G8BA33
CAL0000151141	G8BEH3
CAL0000151137	G8B9Q5
CAL0000151139	G8BI83
CAL0000151143	G8BGC8
CAL0000151145	G8BCH4
CAL0000151147	G8B7L3
CAL0000151149	G8BBH6
CAL0000151151	G8B8B1
CAL0000151153	G8BDR9
CAL0000151159	G8BAP6
CAL0000151155	G8B9V6
CAL0000151157	G8BGS4
CAL0000151161	G8BHF5
CAL0000151165	G8BDJ0
CAL0000151163	G8B9Q1
CAL0000151167	G8BKF8
CAL0000151169	G8B9S8
CAL0000151171	G8BJM6
CAL0000151173	G8BEX2
CAL0000151175	G8BC78
CAL0000151177	G8BAS5
CAL0000151181	G8BFD3
CAL0000151179	G8BHU9
CAL0000151183	G8B963
CAL0000151185	G8BL37
CAL0000151187	G8B748
CAL0000151191	G8BJ54
CAL0000151193	G8BEZ0
CAL0000151195	G8BHF4
CAL0000151197	G8B556
CAL0000151199	G8BBL0
CAL0000151203	G8B6Y1
CAL0000151201	G8BDM0
CAL0000151205	G8BCI9
CAL0000151207	G8B7N6
CAL0000151209	G8B814
CAL0000151213	G8BFE0
CAL0000151211	G8BIY7
CAL0000151215	G8BK30
CAL0000151219	G8BKX6
CAL0000151217	G8B597
CAL0000151221	G8B5Y9
CAL0000151225	G8BCL6
CAL0000151223	G8BD37
CAL0000151227	G8BG52
CAL0000151229	G8BFV7
CAL0000151231	G8B4S0
CAL0000151235	G8B7G2
CAL0000151233	G8BH73
CAL0000151237	G8BIZ9
CAL0000151243	G8BEL6
CAL0000151239	G8B9N3
CAL0000151241	G8BHM2
CAL0000151245	G8BHL4
CAL0000151247	G8BIA3
CAL0000151251	G8BAL6
CAL0000151249	G8B5B4
CAL0000151253	G8BCN9
CAL0000151255	G8B7E0
CAL0000151257	G8BFW6
CAL0000151259	G8B6F0
CAL0000151261	G8BFM4
CAL0000151263	G8B9A1
CAL0000151265	G8B530
CAL0000151267	G8B828
CAL0000151271	G8BK96
CAL0000151269	G8BDZ2
CAL0000151273	G8BA78
CAL0000151275	G8BEL0
CAL0000151277	G8B871
CAL0000151283	G8BBX0
CAL0000151279	G8BKX1
CAL0000151281	G8BL09
CAL0000151285	G8B6I3
CAL0000151287	G8B924
CAL0000151289	G8BB09
CAL0000151291	G8BEK6
CAL0000151293	G8B6E7
CAL0000151295	G8BJL1
CAL0000151297	G8BGJ7
CAL0000151299	G8BCJ9
CAL0000151301	G8B4T5
CAL0000151303	G8B7W0
CAL0000151305	G8BA85
CAL0000151307	G8BFZ1
CAL0000151309	G8BHJ5
CAL0000151311	G8B572
CAL0000151313	G8B7M9
CAL0000151315	G8BFU0
CAL0000151317	G8BAH9
CAL0000151319	G8BI10
CAL0000151321	G8B5S0
CAL0000151323	G8BGD8
CAL0000151327	G8BF04
CAL0000151325	G8BH00
CAL0000151331	G8BFS3
CAL0000151329	G8BDU6
CAL0000151335	G8BBW0
CAL0000151333	G8BBL7
CAL0000151337	G8BGB7
CAL0000151339	G8BBA6
CAL0000151341	G8BFR6
CAL0000151343	G8BL10
CAL0000151347	G8B7J3
CAL0000151345	G8B794
CAL0000151353	G8B7X2
CAL0000151351	G8BDP9
CAL0000151349	G8B943
CAL0000151357	G8B4R0
CAL0000151359	G8BHA8
CAL0000151361	G8BIT6
CAL0000151363	G8BAD7
CAL0000151365	G8BEQ0
CAL0000151367	G8B695
CAL0000151369	G8B7I3
CAL0000151371	G8BHW7
CAL0000151373	G8BH50
CAL0000151375	G8BHZ5
CAL0000151377	G8BL18
CAL0000151379	G8BDU0
CAL0000151381	G8B832
CAL0000151383	G8B9S5
CAL0000151385	G8BBZ1
CAL0000151387	G8BEW9
CAL0000151389	G8BI61
CAL0000151391	G8BJU2
CAL0000151393	G8BET8
CAL0000151397	G8BL86
CAL0000151395	G8B9V8
CAL0000151399	G8BIR5
CAL0000151401	G8B6Q7
CAL0000151403	G8BF35
CAL0000151405	G8BA72
CAL0000151407	G8BFW9
CAL0000151409	G8BDB4
CAL0000151417	G8BFJ9
CAL0000151413	G8BG58
CAL0000151411	G8B9D8
CAL0000151415	G8BHK7
CAL0000151419	G8BGX0
CAL0000151421	G8B8Z3
CAL0000151425	G8BEJ3
CAL0000151423	G8BHK3
CAL0000151427	G8BAA8
CAL0000151435	G8B7G6
CAL0000151433	G8B6R9
CAL0000151431	G8B6J1
CAL0000151437	G8B894
CAL0000151439	G8B6N3
CAL0000151441	G8B4T3
CAL0000151445	G8B9L1
CAL0000151443	G8B9P8
CAL0000151447	G8B5R0
CAL0000151449	G8B551
CAL0000151451	G8BIP9
CAL0000151453	G8BAS1
CAL0000151455	G8B7H0
CAL0000151457	G8BBV9
CAL0000151459	G8BCU0
CAL0000151461	G8BIC2
CAL0000151463	G8BF88
CAL0000151467	G8BK56
CAL0000151465	G8BEG1
CAL0000151469	G8B9Q7
CAL0000151471	G8B788
CAL0000151473	G8BEC1
CAL0000151475	G8B8Q8
CAL0000151477	G8BA50
CAL0000151479	G8B650
CAL0000151481	G8BIV6
CAL0000151483	G8BIX5
CAL0000151485	G8BBV8
CAL0000151487	G8BIV5
CAL0000151489	G8BEF2
CAL0000151491	G8B6X5
CAL0000151493	G8B6L1
CAL0000151495	G8B524
CAL0000151497	G8BCV8
CAL0000151499	G8BC44
CAL0000151503	G8B8Q3
CAL0000151505	G8B5L3
CAL0000151507	G8B588
CAL0000151511	G8BFD8
CAL0000151509	G8B950
CAL0000151513	G8BEG5
CAL0000151515	G8BIQ5
CAL0000151517	G8B6C8
CAL0000151519	G8B5G7
CAL0000151523	G8BDX7
CAL0000151521	G8B9I9
CAL0000151527	G8B6B9
CAL0000151531	G8B783
CAL0000151533	G8BJJ6
CAL0000151535	G8B713
CAL0000151539	G8BII6
CAL0000151543	G8B825
CAL0000151541	G8BDP6
CAL0000151547	G8BK63
CAL0000151549	G8B6K4
CAL0000151551	G8BKN3
CAL0000151553	G8BKE8
CAL0000151555	G8BFK8
CAL0000151557	G8BI43
CAL0000151559	G8BFL2
CAL0000151561	G8B4Z3
CAL0000151563	G8B8F5
CAL0000151565	G8BD47
CAL0000151567	G8BBV1
CAL0000151569	G8BGL8
CAL0000151573	G8BG28
CAL0000151571	G8BD08
CAL0000151575	G8BHW3
CAL0000151577	G8BIN0
CAL0000151581	G8BJP9
CAL0000151583	G8BGC6
CAL0000151589	G8BG15
CAL0000151587	G8BG43
CAL0000151585	G8BG98
CAL0000151591	G8BHG5
CAL0000151595	G8BBL5
CAL0000151593	G8BFZ6
CAL0000151597	G8BIE3
CAL0000151599	G8BHQ8
CAL0000151601	G8B7E1
CAL0000151607	G8BEJ1
CAL0000151605	G8BD84
CAL0000151609	G8B6G7
CAL0000151611	G8BLA1
CAL0000151613	G8BIV4
CAL0000151617	G8BGI1
CAL0000151615	G8BDL1
CAL0000151619	G8BKF4
CAL0000151621	G8BIW9
CAL0000151623	G8B529
CAL0000151625	G8BEN0
CAL0000151627	G8BK02
CAL0000151633	G8BGN1
CAL0000151635	G8BIS9
CAL0000151645	G8BAI4
CAL0000151641	G8BC46
CAL0000151639	G8BGD6
CAL0000151637	G8B917
CAL0000151649	G8BC95
CAL0000151647	G8BK45
CAL0000151651	G8BEI1
CAL0000151653	G8BKQ0
CAL0000151655	G8BHI6
CAL0000151657	G8B7A6
CAL0000151659	G8BHK2
CAL0000151663	G8BBR1
CAL0000151667	G8BBU0
CAL0000151665	G8BCL2
CAL0000151669	G8BAA4
CAL0000151671	G8BJG1
CAL0000151673	G8BGI6
CAL0000151675	G8B9X9
CAL0000151677	G8BHR2
CAL0000151683	G8B6U8
CAL0000151681	G8BE82
CAL0000151679	G8B9W0
CAL0000151685	G8BAP0
CAL0000151687	G8B4U0
CAL0000151689	G8BA86
CAL0000151691	G8B9F2
CAL0000151693	G8BA69
CAL0000151695	G8BHZ1
CAL0000151697	G8BGS7
CAL0000151701	G8BBX3
CAL0000151699	G8BL56
CAL0000151707	G8BCY2
CAL0000151705	G8BEV8
CAL0000151709	G8BHA9
CAL0000151713	G8B8L6
CAL0000151711	G8B904
CAL0000151715	G8BJQ6
CAL0000151717	G8BAS0
CAL0000151719	G8BAR1
CAL0000151721	G8B7M8
CAL0000151723	G8BCI6
CAL0000151725	G8BEP1
CAL0000151727	G8B7V4
CAL0000151729	G8B8D3
CAL0000151731	G8BJU5
CAL0000151733	G8BKU1
CAL0000151735	G8BKZ0
CAL0000151737	G8BFF5
CAL0000151741	G8BIA8
CAL0000151743	G8BE58
CAL0000151747	G8B7E8
CAL0000151745	G8BDA3
CAL0000151749	G8BAM8
CAL0000151751	G8BHH0
CAL0000151753	G8B8I4
CAL0000151755	G8BFI8
CAL0000151761	G8BB83
CAL0000151759	G8BCB9
CAL0000151763	G8BKZ2
CAL0000151765	G8BL85
CAL0000151767	G8BH17
CAL0000151769	G8BHE0
CAL0000151771	G8B6U7
CAL0000151773	G8B5J3
CAL0000151775	G8BCT0
CAL0000151777	G8B4T6
CAL0000151783	G8BAZ4
CAL0000151779	G8BHS4
CAL0000151785	G8BIF1
CAL0000151787	G8BEM7
CAL0000151793	G8BKX5
CAL0000151791	G8BF63
CAL0000151789	G8B8T9
CAL0000151795	G8BHQ3
CAL0000151797	G8BCU9
CAL0000151799	G8BBF6
CAL0000151801	G8B9E0
CAL0000151803	G8B9Q0
CAL0000151805	G8BBI2
CAL0000151807	G8BFY7
CAL0000151809	G8B6L6
CAL0000151813	G8B608
CAL0000151811	G8BGF4
CAL0000151815	G8B5H8
CAL0000151817	G8BI90
CAL0000151819	G8B7N4
CAL0000151821	G8B681
CAL0000151825	G8BFK0
CAL0000151823	G8BJG0
CAL0000151827	G8BH68
CAL0000151831	G8BAD1
CAL0000151829	G8B958
CAL0000151835	G8BKC9
CAL0000151833	G8B9V9
CAL0000151837	G8B6F8
CAL0000151839	G8BCY4
CAL0000151841	G8BIA9
CAL0000151843	G8BB28
CAL0000151845	G8BL65
CAL0000151847	G8BGQ3
CAL0000151851	G8BA99
CAL0000151849	G8BF44
CAL0000151853	G8BIQ2
CAL0000151855	G8BAW0
CAL0000151857	G8BB51
CAL0000151859	G8B8G5
CAL0000151861	G8BBY5
CAL0000151863	G8BFM0
CAL0000151865	G8B7G7
CAL0000151869	G8BKZ1
CAL0000151873	G8BKW9
CAL0000151875	G8BKR7
CAL0000151871	G8B8Y3
CAL0000151877	G8BGW9
CAL0000151881	G8B9C2
CAL0000151879	G8B9L5
CAL0000151883	G8BBW5
CAL0000151885	G8BGM0
CAL0000151889	G8B8Z5
CAL0000151893	G8BF32
CAL0000151895	G8BDM9
CAL0000151897	G8BK79
CAL0000151899	G8BB77
CAL0000151901	G8BAS6
CAL0000151903	G8BAB7
CAL0000151909	G8B6W8
CAL0000151907	G8BG11
CAL0000151905	G8B9W2
CAL0000151911	G8BD25
CAL0000151915	G8BJS7
CAL0000151917	G8BKF9
CAL0000151919	G8B7M2
CAL0000151921	G8BCI2
CAL0000151923	G8BC12
CAL0000151925	G8B8P4
CAL0000151927	G8BIQ4
CAL0000151931	G8BEZ9
CAL0000151929	G8BI88
CAL0000151935	G8B5C1
CAL0000151937	G8B7B0
CAL0000151939	G8BKV8
CAL0000151941	G8BIX3
CAL0000151943	G8B5U1
CAL0000151945	G8BFF3
CAL0000151947	G8BD81
CAL0000151949	G8BJ35
CAL0000151951	G8BC11
CAL0000151953	G8B7Y5
CAL0000151955	G8BDM7
CAL0000151957	G8BIF6
CAL0000151961	G8BAX9
CAL0000151963	G8BIE1
CAL0000151965	G8B838
CAL0000151967	G8BL83
CAL0000151971	G8B7E7
CAL0000151969	G8B9A3
CAL0000151973	G8BD00
CAL0000151975	G8BJ50
CAL0000151979	G8B7U6
CAL0000151977	G8BDT5
CAL0000151981	G8BJ77
CAL0000151983	G8BIU5
CAL0000151985	G8BJ30
CAL0000151987	G8B9Z8
CAL0000151991	G8BA48
CAL0000151993	G8BCF8
CAL0000151995	G8BDS1
CAL0000152001	G8B854
CAL0000152003	G8BEJ6
CAL0000151999	G8B8X2
CAL0000152005	G8BCG1
CAL0000152007	G8BCI3
CAL0000152009	G8BFG2
CAL0000152011	G8BBQ7
CAL0000152013	G8B5Q6
CAL0000152015	G8BCW8
CAL0000152017	G8B8J9
CAL0000152025	G8BDR2
CAL0000152023	G8B984
CAL0000152019	G8B9R9
CAL0000152027	G8BHW1
CAL0000152031	G8BB54
CAL0000152029	G8BD18
CAL0000152033	G8BGN3
CAL0000152037	G8B6P7
CAL0000152039	G8B5X0
CAL0000152041	G8BHZ9
CAL0000152035	G8BH34
CAL0000152043	G8B639
CAL0000152045	G8B4V6
CAL0000152047	G8B926
CAL0000152049	G8B9F5
CAL0000152055	G8B733
CAL0000152053	G8BG61
CAL0000152057	G8BHM4
CAL0000152059	G8BDN1
CAL0000152063	G8BCJ1
CAL0000152061	G8BG75
CAL0000152065	G8BIG7
CAL0000152067	G8B4V2
CAL0000152073	G8BAH4
CAL0000152071	G8BBK4
CAL0000152077	G8BK68
CAL0000152079	G8BCG7
CAL0000152081	G8BAR3
CAL0000152083	G8BHU6
CAL0000152085	G8BAJ0
CAL0000152087	G8B6K3
CAL0000152089	G8BD20
CAL0000152091	G8B6U4
CAL0000152093	G8B6P6
CAL0000152095	G8BBH2
CAL0000152101	G8BAX0
CAL0000152097	G8BHP8
CAL0000152103	G8B4U9
CAL0000152105	G8BA67
CAL0000152107	G8B892
CAL0000152109	G8BII1
CAL0000152113	G8BKY8
CAL0000152111	G8B5E0
CAL0000152115	G8B5I6
CAL0000152117	G8BJL9
CAL0000152119	G8B6I2
CAL0000152121	G8B7I6
CAL0000152123	G8B5V7
CAL0000152125	G8BI04
CAL0000152127	G8B8H6
CAL0000152131	G8B7A2
CAL0000152129	G8BE38
CAL0000152133	G8BKM4
CAL0000152135	G8B6Z9
CAL0000152139	G8B8L2
CAL0000152137	G8BDH3
CAL0000152141	G8BBA5
CAL0000152143	G8BH51
CAL0000152145	G8B6U2
CAL0000152147	G8BI66
CAL0000152149	G8B5P5
CAL0000152151	G8BGM3
CAL0000152153	G8B4V0
CAL0000152159	G8B8Q9
CAL0000152157	G8B7W6
CAL0000152155	G8B784
CAL0000152161	G8BKF0
CAL0000152165	G8BL80
CAL0000152163	G8B900
CAL0000152171	G8BHH9
CAL0000152173	G8B7F3
CAL0000152177	G8BEL3
CAL0000152179	G8BFI6
CAL0000152183	G8BKJ8
CAL0000152185	G8BGW6
CAL0000152187	G8BCD0
CAL0000152189	G8B7N1
CAL0000152193	G8BKR9
CAL0000152191	G8B9B1
CAL0000152201	G8BFV3
CAL0000152195	G8BD89
CAL0000152197	G8BJ86
CAL0000152203	G8BK89
CAL0000152209	G8B8A7
CAL0000152205	G8BE12
CAL0000152207	G8BGV7
CAL0000152213	G8B8J7
CAL0000152211	G8BGF2
CAL0000152215	G8BEX5
CAL0000152217	G8BKG6
CAL0000152219	G8B7J8
CAL0000152225	G8BI40
CAL0000152227	G8BGA8
CAL0000152231	G8BKE3
CAL0000152229	G8B9I0
CAL0000152233	G8BK32
CAL0000152235	G8B8E2
CAL0000152239	G8BFT1
CAL0000152237	G8B8W0
CAL0000152241	G8BK90
CAL0000152245	G8B7N0
CAL0000152243	G8BGT4
CAL0000152253	G8B6A8
CAL0000152247	G8BGE4
CAL0000152255	G8B745
CAL0000152257	G8B7F0
CAL0000152259	G8BF57
CAL0000152265	G8BC48
CAL0000152263	G8BHG2
CAL0000152267	G8B9D4
CAL0000152271	G8BLA5
CAL0000152269	G8BG89
CAL0000152277	G8BFJ3
CAL0000152273	G8B8W8
CAL0000152281	G8BB85
CAL0000152279	G8B939
CAL0000152285	G8BF18
CAL0000152287	G8BAW9
CAL0000152291	G8BIL4
CAL0000152295	G8BE24
CAL0000152293	G8BE54
CAL0000152297	G8BHV8
CAL0000152299	G8B7F2
CAL0000152301	G8BJW2
CAL0000152303	G8BB01
CAL0000152305	G8BDZ4
CAL0000152307	G8BHP5
CAL0000152309	G8BIY0
CAL0000152313	G8B622
CAL0000152315	G8B7M6
CAL0000152317	G8BBF9
CAL0000152319	G8BKF7
CAL0000152323	G8BBG2
CAL0000152321	G8BEN9
CAL0000152325	G8BCB3
CAL0000152329	G8BFZ2
CAL0000152327	G8BEF4
CAL0000152331	G8B7J2
CAL0000152333	G8B6T6
CAL0000152339	G8B6K8
CAL0000152337	G8BG46
CAL0000152335	G8B9C9
CAL0000152343	G8BC40
CAL0000152341	G8B562
CAL0000152345	G8B6U9
CAL0000152347	G8BI15
CAL0000152349	G8BDA5
CAL0000152351	G8BBG7
CAL0000152353	G8BAU0
CAL0000152357	G8BEX8
CAL0000152355	G8BJU0
CAL0000152359	G8BKV1
CAL0000152361	G8B6L7
CAL0000152363	G8BIN7
CAL0000152365	G8B9Z3
CAL0000152367	G8BK12
CAL0000152369	G8BJT0
CAL0000152371	G8B591
CAL0000152373	G8B6L3
CAL0000152375	G8BDM8
CAL0000152379	G8BBL6
CAL0000152377	G8BD79
CAL0000152381	G8BJN7
CAL0000152383	G8B4Y2
CAL0000152385	G8B813
CAL0000152393	G8BKK4
CAL0000152387	G8B5N7
CAL0000152391	G8BGA5
CAL0000152389	G8BE01
CAL0000152395	G8BB47
CAL0000152397	G8B5S4
CAL0000152399	G8B7G5
CAL0000152403	G8B637
CAL0000152401	G8B8R0
CAL0000152405	G8BJP8
CAL0000152407	G8BDE2
CAL0000152409	G8BKC3
CAL0000152411	G8B8C0
CAL0000152413	G8BGD9
CAL0000152415	G8BH78
CAL0000152417	G8B7K0
CAL0000152421	G8B4V1
CAL0000152423	G8B960
CAL0000152431	G8BGH3
CAL0000152429	G8BD44
CAL0000152427	G8BDT2
CAL0000152425	G8B981
CAL0000152433	G8BAP5
CAL0000152437	G8BBZ9
CAL0000152435	G8BCL3
CAL0000152439	G8BFR8
CAL0000152441	G8BKW2
CAL0000152443	G8BK86
CAL0000152445	G8BJB0
CAL0000152447	G8B5G0
CAL0000152451	G8BCZ2
CAL0000152453	G8B819
CAL0000152455	G8B7H1
CAL0000152461	G8BB17
CAL0000152463	G8BK11
CAL0000152459	G8BHK6
CAL0000152465	G8B6Z1
CAL0000152467	G8BI56
CAL0000152469	G8BJE5
CAL0000152471	G8BL44
CAL0000152473	G8BGK3
CAL0000152475	G8B796
CAL0000152481	G8BAS9
CAL0000152479	G8BA82
CAL0000152477	G8BCD8
CAL0000152483	G8BC65
CAL0000152485	G8B6P3
CAL0000152487	G8BEQ8
CAL0000152491	G8B8E9
CAL0000152489	G8BGQ9
CAL0000152493	G8BJS9
CAL0000152497	G8B792
CAL0000152495	G8BCP2
CAL0000152499	G8BFC8
CAL0000152503	G8BAI8
CAL0000152501	G8BHL0
CAL0000152505	G8BKX9
CAL0000152507	G8B6W3
CAL0000152509	G8BBU5
CAL0000152513	G8BKA6
CAL0000152515	G8BIV0
CAL0000152517	G8B6E9
CAL0000152519	G8B514
CAL0000152521	G8BKA9
CAL0000152523	G8BL64
CAL0000152527	G8BKU7
CAL0000152525	G8B574
CAL0000152529	G8B8C8
CAL0000152531	G8BF28
CAL0000152535	G8BIF9
CAL0000152533	G8BHN4
CAL0000152537	G8B5Z4
CAL0000152539	G8BJ23
CAL0000152541	G8BKQ9
CAL0000152543	G8BI47
CAL0000152547	G8BEH7
CAL0000152545	G8B8V9
CAL0000152549	G8BCS5
CAL0000152551	G8B799
CAL0000152553	G8BET5
CAL0000152559	G8BKM8
CAL0000152561	G8B9J6
CAL0000152563	G8BH58
CAL0000152565	G8BCX2
CAL0000152567	G8B803
CAL0000152569	G8BCI7
CAL0000152571	G8B6N4
CAL0000152573	G8BCA2
CAL0000152575	G8BAR9
CAL0000152579	G8BCI4
CAL0000152581	G8B5C2
CAL0000152585	G8BKI7
CAL0000152587	G8BHE9
CAL0000152591	G8BB95
CAL0000152589	G8BC30
CAL0000152593	G8BGP7
CAL0000152595	G8BB18
CAL0000152597	G8B858
CAL0000152599	G8BL72
CAL0000152605	G8B731
CAL0000152603	G8B6Z6
CAL0000152601	G8BGZ2
CAL0000152609	G8BAZ7
CAL0000152607	G8BKR5
CAL0000152611	G8BH16
CAL0000152613	G8BC18
CAL0000152619	G8B611
CAL0000152617	G8B7C4
CAL0000152615	G8B6Q4
CAL0000152621	G8BFL1
CAL0000152625	G8BBJ8
CAL0000152623	G8BDY1
CAL0000152627	G8B5P9
CAL0000152629	G8B5P0
CAL0000152631	G8BC08
CAL0000152633	G8BDV1
CAL0000152635	G8BCP6
CAL0000152637	G8BEN7
CAL0000152639	G8BJ37
CAL0000152643	G8BAW4
CAL0000152641	G8BKY1
CAL0000152645	G8BBW6
CAL0000152647	G8BKJ1
CAL0000152649	G8BJV6
CAL0000152651	G8B9G6
CAL0000152653	G8BKS7
CAL0000152655	G8BEY1
CAL0000152657	G8BKK9
CAL0000152659	G8BB00
CAL0000152661	G8BHY6
CAL0000152663	G8BBS4
CAL0000152665	G8BHV2
CAL0000152669	G8BBV0
CAL0000152667	G8BE30
CAL0000152671	G8BCB6
CAL0000152675	G8B6U3
CAL0000152679	G8BL92
CAL0000152681	G8B5N9
CAL0000152683	G8B4U2
CAL0000152685	G8B8Q2
CAL0000152687	G8BGQ0
CAL0000152691	G8BGF7
CAL0000152693	G8B528
CAL0000152695	G8B9Q9
CAL0000152697	G8B5D4
CAL0000152703	G8B5R9
CAL0000152705	G8B757
CAL0000152707	G8B625
CAL0000152709	G8B747
CAL0000152717	G8BBC4
CAL0000152715	G8BB14
CAL0000152713	G8BAU5
CAL0000152719	G8B4V9
CAL0000152721	G8BJK2
CAL0000152723	G8BDH0
CAL0000152725	G8B6L8
CAL0000152727	G8BCW7
CAL0000152729	G8BFE8
CAL0000152731	G8BKB6
CAL0000152733	G8BK83
CAL0000152735	G8BKR8
CAL0000152737	G8BA88
CAL0000152741	G8BG72
CAL0000152739	G8BGD4
CAL0000152743	G8BI86
CAL0000152745	G8B5K2
CAL0000152747	G8BJ03
CAL0000152753	G8B696
CAL0000152751	G8BG84
CAL0000152749	G8B9K4
CAL0000152755	G8B8U0
CAL0000152757	G8BIU7
CAL0000152759	G8B7Z1
CAL0000152761	G8BIG9
CAL0000152763	G8BIJ4
CAL0000152765	G8BFH3
CAL0000152767	G8B4Z8
CAL0000152769	G8B6X3
CAL0000152773	G8BEA2
CAL0000152771	G8B9G4
CAL0000152775	G8BFJ8
CAL0000152777	G8BCN8
CAL0000152779	G8BD95
CAL0000152781	G8B797
CAL0000152783	G8BA25
CAL0000152787	G8BAA7
CAL0000152785	G8B8W3
CAL0000152793	G8BEY3
CAL0000152789	G8BD77
CAL0000152795	G8B7Q0
CAL0000152797	G8BAE1
CAL0000152799	G8BJI9
CAL0000152803	G8B7R7
CAL0000152801	G8BHC6
CAL0000152805	G8B9G5
CAL0000152807	G8B578
CAL0000152809	G8B592
CAL0000152811	G8BG81
CAL0000152813	G8BFN7
CAL0000152815	G8BFY9
CAL0000152817	G8BJK4
CAL0000152819	G8B8Y1
CAL0000152825	G8BCG0
CAL0000152821	G8BD04
CAL0000152823	G8BGT3
CAL0000152827	G8B921
CAL0000152829	G8BBX4
CAL0000152831	G8BDW7
CAL0000152833	G8BC32
CAL0000152835	G8BCR2
CAL0000152839	G8B5S8
CAL0000152837	G8B890
CAL0000152845	G8BKE5
CAL0000152843	G8BCQ4
CAL0000152847	G8BIT7
CAL0000152849	G8BAY7
CAL0000152851	G8B7H6
CAL0000152853	G8B5I9
CAL0000152855	G8BF72
CAL0000152857	G8B5Z9
CAL0000152859	G8B826
CAL0000152861	G8BBW8
CAL0000152863	G8BDS8
CAL0000152865	G8B552
CAL0000152867	G8B579
CAL0000152869	G8BBP5
CAL0000152871	G8BK73
CAL0000152873	G8B5M2
CAL0000152875	G8BFS6
CAL0000152879	G8BKL4
CAL0000152881	G8B6G1
CAL0000152883	G8B507
CAL0000152887	G8BL00
CAL0000152885	G8B5A1
CAL0000152889	G8BFR0
CAL0000152893	G8BDI6
CAL0000152891	G8B9U7
CAL0000152895	G8BG87
CAL0000152897	G8B8L1
CAL0000152899	G8BGT6
CAL0000152901	G8B8M7
CAL0000152911	G8BAM3
CAL0000152903	G8B5H5
CAL0000152913	G8B8J4
CAL0000152915	G8BCY8
CAL0000152917	G8B5U0
CAL0000152921	G8BFQ5
CAL0000152919	G8B9W4
CAL0000152923	G8BD64
CAL0000152925	G8BAN6
CAL0000152927	G8BCV3
CAL0000152929	G8B7V8
CAL0000152931	G8BEM6
CAL0000152933	G8B9Q2
CAL0000152935	G8BJR8
CAL0000152937	G8BCS3
CAL0000152943	G8BB07
CAL0000152939	G8BAY0
CAL0000152945	G8BEJ5
CAL0000152951	G8BD91
CAL0000152953	G8BJ58
CAL0000152955	G8BFB1
CAL0000152961	G8B4X9
CAL0000152963	G8B512
CAL0000152965	G8BGP1
CAL0000152967	G8B775
CAL0000152969	G8BF11
CAL0000152971	G8BJN4
CAL0000152973	G8BEA7
CAL0000152977	G8BJI5
CAL0000152979	G8BB46
CAL0000152981	G8BIV9
CAL0000152983	G8BJQ0
CAL0000152985	G8BBX8
CAL0000152987	G8BED0
CAL0000152989	G8BHW4
CAL0000152995	G8B6K6
CAL0000152993	G8BE23
CAL0000152991	G8B9K5
CAL0000152997	G8BBM8
CAL0000153003	G8BCB7
CAL0000153001	G8BBJ5
CAL0000152999	G8BEB2
CAL0000153005	G8BB71
CAL0000153011	G8B635
CAL0000153009	G8B7H2
CAL0000153007	G8BE44
CAL0000153013	G8BB03
CAL0000153017	G8B6Q1
CAL0000153021	G8B822
CAL0000153019	G8B6I1
CAL0000153023	G8BAH1
CAL0000153025	G8B6N2
CAL0000153027	G8B5R7
CAL0000153029	G8B734
CAL0000153031	G8B526
CAL0000153033	G8B7F9
CAL0000153035	G8B862
CAL0000153037	G8BFQ8
CAL0000153039	G8BHQ6
CAL0000153041	G8BFF4
CAL0000153043	G8BCS8
CAL0000153045	G8BFX4
CAL0000153047	G8B697
CAL0000153049	G8BAJ9
CAL0000153051	G8BJS0
CAL0000153053	G8BCH8
CAL0000153055	G8B727
CAL0000153057	G8BIY6
CAL0000153059	G8BCI0
CAL0000153063	G8BAM5
CAL0000153061	G8B8Z1
CAL0000153065	G8BGT0
CAL0000153067	G8B9R8
CAL0000153073	G8B6X8
CAL0000153075	G8B769
CAL0000153077	G8B9X7
CAL0000153079	G8BBU9
CAL0000153081	G8B8B8
CAL0000153083	G8B8D6
CAL0000153085	G8BFN2
CAL0000153087	G8BF74
CAL0000153091	G8BB82
CAL0000153089	G8BGH7
CAL0000153097	G8BBN2
CAL0000153095	G8BGI8
CAL0000153093	G8BCK6
CAL0000153099	G8BG60
CAL0000153101	G8B9V3
CAL0000153105	G8BID5
CAL0000153113	G8B7T4
CAL0000153111	G8B6W2
CAL0000153109	G8B919
CAL0000153115	G8B577
