http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGD:CAL0000193101	UniProtKB:Q5A0W9
CGD:CAL0000144187	UniProtKB:G8B5E8
CGD:CAL0000144189	UniProtKB:G8B8B9
CGD:CAL0000145099	UniProtKB:B2KIT2
CGD:CAL0000144191	UniProtKB:G8BEN6
CGD:CAL0000144195	UniProtKB:G8B5Q7
CGD:CAL0000144199	UniProtKB:G8BAV6
CGD:CAL0000144197	UniProtKB:G8B762
CGD:CAL0000144201	UniProtKB:G8B829
CGD:CAL0000144203	UniProtKB:G8B5Y8
CGD:CAL0000144205	UniProtKB:G8B8N6
CGD:CAL0000144207	UniProtKB:G8BBK6
CGD:CAL0000144215	UniProtKB:G8B720
CGD:CAL0000144219	UniProtKB:G8BA70
CGD:CAL0000144221	UniProtKB:G8BHB4
CGD:CAL0000144223	UniProtKB:G8BIS4
CGD:CAL0000144225	UniProtKB:G8B8P6
CGD:CAL0000144227	UniProtKB:G8BDW5
CGD:CAL0000144229	UniProtKB:G8BD55
CGD:CAL0000144231	UniProtKB:G8B5L6
CGD:CAL0000144233	UniProtKB:G8BIR1
CGD:CAL0000144237	UniProtKB:G8BAK7
CGD:CAL0000144235	UniProtKB:G8BI42
CGD:CAL0000144239	UniProtKB:G8BBK5
CGD:CAL0000144241	UniProtKB:G8BGT9
CGD:CAL0000144243	UniProtKB:G8B4X5
CGD:CAL0000144245	UniProtKB:G8BGG3
CGD:CAL0000144247	UniProtKB:G8BA87
CGD:CAL0000144249	UniProtKB:G8BH04
CGD:CAL0000144251	UniProtKB:G8B967
CGD:CAL0000144253	UniProtKB:G8BB99
CGD:CAL0000144255	UniProtKB:G8BJJ2
CGD:CAL0000144259	UniProtKB:G8BL40
CGD:CAL0000144257	UniProtKB:G8B9F1
CGD:CAL0000144261	UniProtKB:G8B9D1
CGD:CAL0000144263	UniProtKB:G8BKQ7
CGD:CAL0000144265	UniProtKB:G8B7Y8
CGD:CAL0000144269	UniProtKB:G8BIL3
CGD:CAL0000144267	UniProtKB:G8BDA8
CGD:CAL0000144271	UniProtKB:G8B9Y8
CGD:CAL0000144273	UniProtKB:G8BDP4
CGD:CAL0000144277	UniProtKB:G8BHP7
CGD:CAL0000144275	UniProtKB:G8B6S0
CGD:CAL0000144283	UniProtKB:G8BB92
CGD:CAL0000144279	UniProtKB:G8BIB8
CGD:CAL0000144285	UniProtKB:G8BF66
CGD:CAL0000144287	UniProtKB:G8BDD3
CGD:CAL0000144289	UniProtKB:G8B563
CGD:CAL0000144291	UniProtKB:G8B9V4
CGD:CAL0000144293	UniProtKB:G8BH29
CGD:CAL0000144295	UniProtKB:G8BB57
CGD:CAL0000144297	UniProtKB:G8BHP9
CGD:CAL0000144303	UniProtKB:G8BAP4
CGD:CAL0000144299	UniProtKB:G8BDE3
CGD:CAL0000144305	UniProtKB:G8B9C7
CGD:CAL0000144309	UniProtKB:G8BG70
CGD:CAL0000144311	UniProtKB:G8B5P6
CGD:CAL0000144313	UniProtKB:G8BGK5
CGD:CAL0000144317	UniProtKB:G8BCD7
CGD:CAL0000144315	UniProtKB:G8BF56
CGD:CAL0000144319	UniProtKB:G8B5S6
CGD:CAL0000144321	UniProtKB:G8B5H2
CGD:CAL0000144323	UniProtKB:G8B8B2
CGD:CAL0000144325	UniProtKB:G8BJR4
CGD:CAL0000144327	UniProtKB:G8BKE2
CGD:CAL0000144329	UniProtKB:G8BA97
CGD:CAL0000144331	UniProtKB:G8BIK3
CGD:CAL0000144333	UniProtKB:G8BGL4
CGD:CAL0000144335	UniProtKB:G8B8S3
CGD:CAL0000144339	UniProtKB:G8BCA4
CGD:CAL0000144337	UniProtKB:G8B9J7
CGD:CAL0000144343	UniProtKB:G8BJW4
CGD:CAL0000144341	UniProtKB:G8BFR3
CGD:CAL0000144345	UniProtKB:G8BIC0
CGD:CAL0000144347	UniProtKB:G8B8E8
CGD:CAL0000144349	UniProtKB:G8B8G8
CGD:CAL0000144351	UniProtKB:G8BBL4
CGD:CAL0000144353	UniProtKB:G8BEV6
CGD:CAL0000144355	UniProtKB:G8BDV9
CGD:CAL0000144357	UniProtKB:G8B8J6
CGD:CAL0000144359	UniProtKB:G8B4W1
CGD:CAL0000144365	UniProtKB:G8B7V0
CGD:CAL0000144367	UniProtKB:G8BEA1
CGD:CAL0000144371	UniProtKB:G8BA00
CGD:CAL0000144369	UniProtKB:G8BCL0
CGD:CAL0000144373	UniProtKB:G8BD48
CGD:CAL0000144375	UniProtKB:G8B7I8
CGD:CAL0000144377	UniProtKB:G8BJ34
CGD:CAL0000144379	UniProtKB:G8B5H6
CGD:CAL0000144383	UniProtKB:G8BCY5
CGD:CAL0000144385	UniProtKB:G8B8E7
CGD:CAL0000144387	UniProtKB:G8BC31
CGD:CAL0000144389	UniProtKB:G8BC14
CGD:CAL0000144391	UniProtKB:G8BK70
CGD:CAL0000144393	UniProtKB:G8BGA2
CGD:CAL0000144395	UniProtKB:G8BH69
CGD:CAL0000144397	UniProtKB:G8BH20
CGD:CAL0000144401	UniProtKB:G8BAU7
CGD:CAL0000144403	UniProtKB:G8BH81
CGD:CAL0000144399	UniProtKB:G8BI46
CGD:CAL0000144409	UniProtKB:G8BIG1
CGD:CAL0000144405	UniProtKB:G8BDG6
CGD:CAL0000144411	UniProtKB:G8BAQ4
CGD:CAL0000144413	UniProtKB:G8B8K3
CGD:CAL0000144415	UniProtKB:G8BBY1
CGD:CAL0000144417	UniProtKB:G8BKQ6
CGD:CAL0000144419	UniProtKB:G8BDD0
CGD:CAL0000144423	UniProtKB:G8BBN1
CGD:CAL0000144421	UniProtKB:G8BIF3
CGD:CAL0000144425	UniProtKB:G8BBE1
CGD:CAL0000144427	UniProtKB:G8BKK5
CGD:CAL0000144429	UniProtKB:G8BJE7
CGD:CAL0000144431	UniProtKB:G8BC76
CGD:CAL0000144435	UniProtKB:G8BCD4
CGD:CAL0000144433	UniProtKB:G8B6T9
CGD:CAL0000144437	UniProtKB:G8B9E3
CGD:CAL0000144441	UniProtKB:G8BA36
CGD:CAL0000144439	UniProtKB:G8B7U8
CGD:CAL0000144443	UniProtKB:G8BHK4
CGD:CAL0000144445	UniProtKB:G8BIJ7
CGD:CAL0000144447	UniProtKB:G8B761
CGD:CAL0000144451	UniProtKB:G8BBG0
CGD:CAL0000144453	UniProtKB:G8BKW6
CGD:CAL0000144449	UniProtKB:G8B8L7
CGD:CAL0000144455	UniProtKB:G8BEC9
CGD:CAL0000144457	UniProtKB:G8BJD8
CGD:CAL0000144461	UniProtKB:G8BEU7
CGD:CAL0000144463	UniProtKB:G8BDN3
CGD:CAL0000144475	UniProtKB:G8BJ64
CGD:CAL0000144467	UniProtKB:G8B9B9
CGD:CAL0000144477	UniProtKB:G8B7W3
CGD:CAL0000144481	UniProtKB:G8B7C2
CGD:CAL0000144483	UniProtKB:G8B6H4
CGD:CAL0000144485	UniProtKB:G8B7R6
CGD:CAL0000144487	UniProtKB:G8B6K0
CGD:CAL0000144493	UniProtKB:G8BKP7
CGD:CAL0000144489	UniProtKB:G8B8X3
CGD:CAL0000144491	UniProtKB:G8B864
CGD:CAL0000144495	UniProtKB:G8B8K8
CGD:CAL0000144497	UniProtKB:G8B9S7
CGD:CAL0000144499	UniProtKB:G8B6R1
CGD:CAL0000144501	UniProtKB:G8B7G4
CGD:CAL0000144503	UniProtKB:G8BF27
CGD:CAL0000144505	UniProtKB:G8B4S2
CGD:CAL0000144507	UniProtKB:G8B999
CGD:CAL0000144509	UniProtKB:G8B8R9
CGD:CAL0000144511	UniProtKB:G8BDK0
CGD:CAL0000144515	UniProtKB:G8B7Z0
CGD:CAL0000144517	UniProtKB:G8BIK5
CGD:CAL0000144519	UniProtKB:G8B704
CGD:CAL0000144521	UniProtKB:G8BAB0
CGD:CAL0000144523	UniProtKB:G8BL38
CGD:CAL0000144525	UniProtKB:G8B5L5
CGD:CAL0000144527	UniProtKB:G8BE55
CGD:CAL0000144529	UniProtKB:G8BEQ2
CGD:CAL0000144533	UniProtKB:G8B5T0
CGD:CAL0000144539	UniProtKB:G8BHJ1
CGD:CAL0000144535	UniProtKB:G8BFG0
CGD:CAL0000144541	UniProtKB:G8BKQ2
CGD:CAL0000144543	UniProtKB:G8BEZ6
CGD:CAL0000144545	UniProtKB:G8BGC3
CGD:CAL0000144547	UniProtKB:G8BJE6
CGD:CAL0000144553	UniProtKB:G8BKK8
CGD:CAL0000144551	UniProtKB:G8BGV0
CGD:CAL0000144557	UniProtKB:G8BIG2
CGD:CAL0000144555	UniProtKB:G8BCS2
CGD:CAL0000144559	UniProtKB:G8BJ19
CGD:CAL0000144561	UniProtKB:G8BCQ8
CGD:CAL0000144567	UniProtKB:G8BKV4
CGD:CAL0000144563	UniProtKB:G8B9N4
CGD:CAL0000144565	UniProtKB:G8BED5
CGD:CAL0000144569	UniProtKB:G8BCV1
CGD:CAL0000144571	UniProtKB:G8BD90
CGD:CAL0000144573	UniProtKB:G8B565
CGD:CAL0000144575	UniProtKB:G8BBG8
CGD:CAL0000144577	UniProtKB:G8BB65
CGD:CAL0000144579	UniProtKB:G8BIK1
CGD:CAL0000144581	UniProtKB:G8B4S7
CGD:CAL0000144583	UniProtKB:G8B6C1
CGD:CAL0000144585	UniProtKB:G8B4Z1
CGD:CAL0000144589	UniProtKB:G8BKW8
CGD:CAL0000144587	UniProtKB:G8BI35
CGD:CAL0000144591	UniProtKB:G8BHD4
CGD:CAL0000144593	UniProtKB:G8B8W7
CGD:CAL0000144595	UniProtKB:G8BHZ3
CGD:CAL0000144597	UniProtKB:G8B7I9
CGD:CAL0000144599	UniProtKB:G8BAJ2
CGD:CAL0000144601	UniProtKB:G8BHM3
CGD:CAL0000144603	UniProtKB:G8BEJ4
CGD:CAL0000144605	UniProtKB:G8B5J5
CGD:CAL0000144607	UniProtKB:G8B8T8
CGD:CAL0000144609	UniProtKB:G8BE35
CGD:CAL0000144615	UniProtKB:G8B5F9
CGD:CAL0000144619	UniProtKB:G8BE26
CGD:CAL0000144621	UniProtKB:G8BEM0
CGD:CAL0000144625	UniProtKB:G8BCJ8
CGD:CAL0000144627	UniProtKB:G8BGU0
CGD:CAL0000144623	UniProtKB:G8B9E7
CGD:CAL0000144629	UniProtKB:G8BBK7
CGD:CAL0000144631	UniProtKB:G8BAX8
CGD:CAL0000144641	UniProtKB:G8BIU4
CGD:CAL0000144633	UniProtKB:G8BCY9
CGD:CAL0000144635	UniProtKB:G8BGA4
CGD:CAL0000144637	UniProtKB:G8BFP2
CGD:CAL0000144643	UniProtKB:G8BJU6
CGD:CAL0000144645	UniProtKB:G8BE06
CGD:CAL0000144647	UniProtKB:G8B6F2
CGD:CAL0000144653	UniProtKB:G8BBR0
CGD:CAL0000144649	UniProtKB:G8B8I2
CGD:CAL0000144657	UniProtKB:G8B509
CGD:CAL0000144659	UniProtKB:G8BBZ2
CGD:CAL0000144661	UniProtKB:G8BH30
CGD:CAL0000144663	UniProtKB:G8B685
CGD:CAL0000144665	UniProtKB:G8B903
CGD:CAL0000144667	UniProtKB:G8B7W8
CGD:CAL0000144669	UniProtKB:G8BDZ5
CGD:CAL0000144671	UniProtKB:G8B9L6
CGD:CAL0000144677	UniProtKB:G8BIP5
CGD:CAL0000144679	UniProtKB:G8B7Z9
CGD:CAL0000144681	UniProtKB:G8B9T9
CGD:CAL0000144683	UniProtKB:G8B648
CGD:CAL0000144687	UniProtKB:G8BB52
CGD:CAL0000144689	UniProtKB:G8BAG3
CGD:CAL0000144685	UniProtKB:G8BD32
CGD:CAL0000144691	UniProtKB:G8BKL7
CGD:CAL0000144693	UniProtKB:G8BKS3
CGD:CAL0000144695	UniProtKB:G8BFD9
CGD:CAL0000144697	UniProtKB:G8BFY3
CGD:CAL0000144699	UniProtKB:G8B8U9
CGD:CAL0000144701	UniProtKB:G8BJZ6
CGD:CAL0000144703	UniProtKB:G8BE66
CGD:CAL0000144705	UniProtKB:G8BD50
CGD:CAL0000144709	UniProtKB:G8BKP6
CGD:CAL0000144707	UniProtKB:G8BGR4
CGD:CAL0000144711	UniProtKB:G8BKH0
CGD:CAL0000144713	UniProtKB:G8BIX6
CGD:CAL0000144715	UniProtKB:G8BE25
CGD:CAL0000144717	UniProtKB:G8BGY9
CGD:CAL0000144719	UniProtKB:G8BL81
CGD:CAL0000144723	UniProtKB:G8BA74
CGD:CAL0000144721	UniProtKB:G8BFM6
CGD:CAL0000144725	UniProtKB:G8BDL0
CGD:CAL0000144727	UniProtKB:G8BJJ4
CGD:CAL0000144731	UniProtKB:G8BA43
CGD:CAL0000144733	UniProtKB:G8BIH1
CGD:CAL0000144735	UniProtKB:G8B8M9
CGD:CAL0000144739	UniProtKB:G8BH86
CGD:CAL0000144741	UniProtKB:G8BH97
CGD:CAL0000144743	UniProtKB:G8B5F8
CGD:CAL0000144745	UniProtKB:G8B754
CGD:CAL0000144747	UniProtKB:G8B886
CGD:CAL0000144751	UniProtKB:G8B5Y5
CGD:CAL0000144753	UniProtKB:G8BGQ7
CGD:CAL0000144755	UniProtKB:G8BJW7
CGD:CAL0000144757	UniProtKB:G8B6Y6
CGD:CAL0000144759	UniProtKB:G8BH26
CGD:CAL0000144761	UniProtKB:G8B6A2
CGD:CAL0000144763	UniProtKB:G8B6P4
CGD:CAL0000144765	UniProtKB:G8BEE5
CGD:CAL0000144767	UniProtKB:G8BG82
CGD:CAL0000144769	UniProtKB:G8B995
CGD:CAL0000144771	UniProtKB:G8BDF3
CGD:CAL0000144775	UniProtKB:G8BF86
CGD:CAL0000144779	UniProtKB:G8BK66
CGD:CAL0000144777	UniProtKB:G8BIN4
CGD:CAL0000144783	UniProtKB:G8BG77
CGD:CAL0000144785	UniProtKB:G8B877
CGD:CAL0000144787	UniProtKB:G8BBB0
CGD:CAL0000144789	UniProtKB:G8BDZ1
CGD:CAL0000144791	UniProtKB:G8BHT9
CGD:CAL0000144793	UniProtKB:G8BA77
CGD:CAL0000144797	UniProtKB:G8BIL7
CGD:CAL0000144795	UniProtKB:G8B9B0
CGD:CAL0000144799	UniProtKB:G8BKY3
CGD:CAL0000144803	UniProtKB:G8BA68
CGD:CAL0000144801	UniProtKB:G8BEI4
CGD:CAL0000144809	UniProtKB:G8BJN5
CGD:CAL0000144805	UniProtKB:G8BD80
CGD:CAL0000144807	UniProtKB:G8BD35
CGD:CAL0000144811	UniProtKB:G8B7P5
CGD:CAL0000144813	UniProtKB:G8B8A2
CGD:CAL0000144815	UniProtKB:G8BB66
CGD:CAL0000144819	UniProtKB:G8BIS1
CGD:CAL0000144817	UniProtKB:G8BFG6
CGD:CAL0000144821	UniProtKB:G8BDF8
CGD:CAL0000144825	UniProtKB:G8B870
CGD:CAL0000144827	UniProtKB:G8BKC4
CGD:CAL0000144829	UniProtKB:G8B5H9
CGD:CAL0000144831	UniProtKB:G8B674
CGD:CAL0000144833	UniProtKB:G8BF65
CGD:CAL0000144835	UniProtKB:G8BGF3
CGD:CAL0000144839	UniProtKB:G8BC20
CGD:CAL0000144837	UniProtKB:G8BI17
CGD:CAL0000144843	UniProtKB:G8BL05
CGD:CAL0000144841	UniProtKB:G8BG35
CGD:CAL0000144845	UniProtKB:G8B9K3
CGD:CAL0000144847	UniProtKB:G8BJ15
CGD:CAL0000144849	UniProtKB:G8B8N9
CGD:CAL0000144851	UniProtKB:G8B5B6
CGD:CAL0000144855	UniProtKB:G8BF90
CGD:CAL0000144857	UniProtKB:G8BC88
CGD:CAL0000144859	UniProtKB:G8B6J2
CGD:CAL0000144861	UniProtKB:G8BE18
CGD:CAL0000144863	UniProtKB:G8B603
CGD:CAL0000144865	UniProtKB:G8BBU4
CGD:CAL0000144867	UniProtKB:G8B9L0
CGD:CAL0000144869	UniProtKB:G8B5H4
CGD:CAL0000144873	UniProtKB:G8BGL2
CGD:CAL0000144883	UniProtKB:G8BL12
CGD:CAL0000144877	UniProtKB:G8BHQ4
CGD:CAL0000144875	UniProtKB:G8BD09
CGD:CAL0000144885	UniProtKB:G8BGM4
CGD:CAL0000144889	UniProtKB:G8BH27
CGD:CAL0000144887	UniProtKB:G8BIK0
CGD:CAL0000144893	UniProtKB:G8BBI5
CGD:CAL0000144895	UniProtKB:G8BGM9
CGD:CAL0000144891	UniProtKB:G8BJJ0
CGD:CAL0000144899	UniProtKB:G8BBP0
CGD:CAL0000144897	UniProtKB:G8B7L2
CGD:CAL0000144901	UniProtKB:G8BDA2
CGD:CAL0000144907	UniProtKB:G8B725
CGD:CAL0000144909	UniProtKB:G8BL49
CGD:CAL0000144911	UniProtKB:G8BL82
CGD:CAL0000144915	UniProtKB:G8BA99
CGD:CAL0000144913	UniProtKB:G8B9W8
CGD:CAL0000144919	UniProtKB:G8BAK5
CGD:CAL0000144921	UniProtKB:G8BC07
CGD:CAL0000144925	UniProtKB:G8BKJ6
CGD:CAL0000144917	UniProtKB:G8B4R7
CGD:CAL0000144927	UniProtKB:G8BIZ0
CGD:CAL0000144931	UniProtKB:G8BF02
CGD:CAL0000144935	UniProtKB:G8BH57
CGD:CAL0000144933	UniProtKB:G8BJA4
CGD:CAL0000144939	UniProtKB:G8BCD2
CGD:CAL0000144937	UniProtKB:G8BGB4
CGD:CAL0000144941	UniProtKB:G8B4U6
CGD:CAL0000144943	UniProtKB:G8B4Y4
CGD:CAL0000144945	UniProtKB:G8B7U9
CGD:CAL0000144949	UniProtKB:G8BIA0
CGD:CAL0000144947	UniProtKB:G8BD76
CGD:CAL0000144951	UniProtKB:G8BKT2
CGD:CAL0000144955	UniProtKB:G8BF08
CGD:CAL0000144959	UniProtKB:G8BBS8
CGD:CAL0000144964	UniProtKB:G8B5M9
CGD:CAL0000144968	UniProtKB:G8BF84
CGD:CAL0000144976	UniProtKB:G8BC29
CGD:CAL0000144972	UniProtKB:G8BGJ4
CGD:CAL0000144981	UniProtKB:G8BAT7
CGD:CAL0000144985	UniProtKB:G8BJU9
CGD:CAL0000144989	UniProtKB:G8BGR0
CGD:CAL0000144993	UniProtKB:G8BA54
CGD:CAL0000144997	UniProtKB:G8BA20
CGD:CAL0000145002	UniProtKB:G8BB55
CGD:CAL0000145006	UniProtKB:G8B545
CGD:CAL0000145010	UniProtKB:G8BIJ1
CGD:CAL0000145014	UniProtKB:G8B6T7
CGD:CAL0000145019	UniProtKB:G8B9L7
CGD:CAL0000145025	UniProtKB:G8BC68
CGD:CAL0000145032	UniProtKB:G8B5F7
CGD:CAL0000145036	UniProtKB:G8BEH9
CGD:CAL0000145040	UniProtKB:G8BJS8
CGD:CAL0000145045	UniProtKB:G8BJ92
CGD:CAL0000145049	UniProtKB:G8BA04
CGD:CAL0000145053	UniProtKB:G8B9B4
CGD:CAL0000145058	UniProtKB:G8BDH1
CGD:CAL0000145063	UniProtKB:G8BKI6
CGD:CAL0000145067	UniProtKB:G8BKL1
CGD:CAL0000145074	UniProtKB:G8B618
CGD:CAL0000145087	UniProtKB:G8BJ10
CGD:CAL0000145082	UniProtKB:G8BDG4
CGD:CAL0000145091	UniProtKB:G8BIC4
CGD:CAL0000145096	UniProtKB:G8B516
CGD:CAL0000145100	UniProtKB:G8BKZ9
CGD:CAL0000145109	UniProtKB:G8BB64
CGD:CAL0000145105	UniProtKB:G8BER6
CGD:CAL0000145118	UniProtKB:G8BL39
CGD:CAL0000145114	UniProtKB:G8B9M8
CGD:CAL0000145127	UniProtKB:G8BKT3
CGD:CAL0000145122	UniProtKB:G8B9Z1
CGD:CAL0000145137	UniProtKB:G8B9Z6
CGD:CAL0000145141	UniProtKB:G8B955
CGD:CAL0000145143	UniProtKB:G8BIZ4
CGD:CAL0000145145	UniProtKB:G8BKH8
CGD:CAL0000145147	UniProtKB:G8BKP0
CGD:CAL0000145149	UniProtKB:G8B5N6
CGD:CAL0000145151	UniProtKB:G8BG78
CGD:CAL0000145155	UniProtKB:G8BJZ0
CGD:CAL0000145153	UniProtKB:G8BEE0
CGD:CAL0000145157	UniProtKB:G8B5Q5
CGD:CAL0000145159	UniProtKB:G8B6T5
CGD:CAL0000145163	UniProtKB:G8B8L4
CGD:CAL0000145169	UniProtKB:G8BI80
CGD:CAL0000145165	UniProtKB:G8BDS5
CGD:CAL0000145167	UniProtKB:G8BF98
CGD:CAL0000145173	UniProtKB:G8BHM0
CGD:CAL0000145171	UniProtKB:G8BJ28
CGD:CAL0000145177	UniProtKB:G8BC43
CGD:CAL0000145179	UniProtKB:G8BDQ0
CGD:CAL0000145181	UniProtKB:G8BFS0
CGD:CAL0000145183	UniProtKB:G8BIG6
CGD:CAL0000145185	UniProtKB:G8B8M1
CGD:CAL0000145189	UniProtKB:G8BDD9
CGD:CAL0000145191	UniProtKB:G8B8B7
CGD:CAL0000145195	UniProtKB:G8BIT0
CGD:CAL0000145193	UniProtKB:G8BF69
CGD:CAL0000145197	UniProtKB:G8B923
CGD:CAL0000145199	UniProtKB:G8BEK3
CGD:CAL0000145203	UniProtKB:G8BJC1
CGD:CAL0000145201	UniProtKB:G8BGF0
CGD:CAL0000145207	UniProtKB:G8BLA0
CGD:CAL0000145205	UniProtKB:G8BF24
CGD:CAL0000145209	UniProtKB:G8BAQ2
CGD:CAL0000145211	UniProtKB:G8B7N2
CGD:CAL0000145213	UniProtKB:G8BCC9
CGD:CAL0000145215	UniProtKB:G8BC28
CGD:CAL0000145217	UniProtKB:G8BI79
CGD:CAL0000145221	UniProtKB:G8BC89
CGD:CAL0000145219	UniProtKB:G8BFH7
CGD:CAL0000145227	UniProtKB:G8BKZ7
CGD:CAL0000145225	UniProtKB:G8BKL6
CGD:CAL0000145223	UniProtKB:G8BHS8
CGD:CAL0000145229	UniProtKB:G8BCR9
CGD:CAL0000145235	UniProtKB:G8BKI3
CGD:CAL0000145233	UniProtKB:G8BJ42
CGD:CAL0000145231	UniProtKB:G8B9X1
CGD:CAL0000145237	UniProtKB:G8BAX2
CGD:CAL0000145239	UniProtKB:G8B9B3
CGD:CAL0000145241	UniProtKB:G8BAG4
CGD:CAL0000145243	UniProtKB:G8BCT5
CGD:CAL0000145247	UniProtKB:G8BGQ4
CGD:CAL0000145249	UniProtKB:G8BBP9
CGD:CAL0000145255	UniProtKB:G8BBQ6
CGD:CAL0000145251	UniProtKB:G8B9I8
CGD:CAL0000145253	UniProtKB:G8BFY8
CGD:CAL0000145257	UniProtKB:G8BJX8
CGD:CAL0000145259	UniProtKB:G8B6F3
CGD:CAL0000145261	UniProtKB:G8BAB5
CGD:CAL0000145263	UniProtKB:G8BDB9
CGD:CAL0000145267	UniProtKB:G8BJI2
CGD:CAL0000145265	UniProtKB:G8BEG9
CGD:CAL0000145269	UniProtKB:G8BJ44
CGD:CAL0000145271	UniProtKB:G8BCA7
CGD:CAL0000145273	UniProtKB:G8B9C8
CGD:CAL0000145275	UniProtKB:G8BEB0
CGD:CAL0000145277	UniProtKB:G8B7W4
CGD:CAL0000145279	UniProtKB:G8B956
CGD:CAL0000145281	UniProtKB:G8BHV6
CGD:CAL0000145283	UniProtKB:G8BHB3
CGD:CAL0000145285	UniProtKB:G8BEH1
CGD:CAL0000145287	UniProtKB:G8B938
CGD:CAL0000145289	UniProtKB:G8BGE1
CGD:CAL0000145291	UniProtKB:G8BGJ5
CGD:CAL0000145297	UniProtKB:G8BCC0
CGD:CAL0000145293	UniProtKB:G8B7W2
CGD:CAL0000145299	UniProtKB:G8BB42
CGD:CAL0000145303	UniProtKB:G8BHS0
CGD:CAL0000145305	UniProtKB:G8BGV3
CGD:CAL0000145309	UniProtKB:G8B4S3
CGD:CAL0000145311	UniProtKB:G8BFC7
CGD:CAL0000145313	UniProtKB:G8BIM4
CGD:CAL0000145315	UniProtKB:G8BHF6
CGD:CAL0000145317	UniProtKB:G8B522
CGD:CAL0000145319	UniProtKB:G8B600
CGD:CAL0000145321	UniProtKB:G8BCM0
CGD:CAL0000145323	UniProtKB:G8BK41
CGD:CAL0000145325	UniProtKB:G8B4T1
CGD:CAL0000145327	UniProtKB:G8BGY4
CGD:CAL0000145329	UniProtKB:G8B875
CGD:CAL0000145333	UniProtKB:G8BB33
CGD:CAL0000145331	UniProtKB:G8B6H3
CGD:CAL0000145335	UniProtKB:G8BFB2
CGD:CAL0000145337	UniProtKB:G8BE65
CGD:CAL0000145339	UniProtKB:G8B5T8
CGD:CAL0000145341	UniProtKB:G8B9R5
CGD:CAL0000145343	UniProtKB:G8BB84
CGD:CAL0000145345	UniProtKB:G8BAE8
CGD:CAL0000145349	UniProtKB:G8BI69
CGD:CAL0000145106	UniProtKB:Q7GEU1
CGD:CAL0000145351	UniProtKB:G8BDW2
CGD:CAL0000145353	UniProtKB:G8B6Y3
CGD:CAL0000145355	UniProtKB:G8BAD9
CGD:CAL0000145361	UniProtKB:G8B513
CGD:CAL0000145363	UniProtKB:G8BG88
CGD:CAL0000145365	UniProtKB:G8BI77
CGD:CAL0000145369	UniProtKB:G8BL59
CGD:CAL0000145367	UniProtKB:G8B7P3
CGD:CAL0000145371	UniProtKB:G8BAF8
CGD:CAL0000145373	UniProtKB:G8BBX9
CGD:CAL0000145375	UniProtKB:G8BJK3
CGD:CAL0000145377	UniProtKB:G8BHS1
CGD:CAL0000145381	UniProtKB:G8BCW5
CGD:CAL0000145383	UniProtKB:G8B7I2
CGD:CAL0000145387	UniProtKB:G8BBG4
CGD:CAL0000145385	UniProtKB:G8B6N6
CGD:CAL0000145389	UniProtKB:G8BL16
CGD:CAL0000145391	UniProtKB:G8B9U8
CGD:CAL0000145393	UniProtKB:G8BJM4
CGD:CAL0000145395	UniProtKB:G8BKD1
CGD:CAL0000145399	UniProtKB:G8BJQ2
CGD:CAL0000145397	UniProtKB:G8BCM7
CGD:CAL0000145401	UniProtKB:G8BJF1
CGD:CAL0000145403	UniProtKB:G8BFX7
CGD:CAL0000145405	UniProtKB:G8BDC6
CGD:CAL0000145407	UniProtKB:G8BE93
CGD:CAL0000145409	UniProtKB:G8BG25
CGD:CAL0000145411	UniProtKB:G8B6J7
CGD:CAL0000145413	UniProtKB:G8BFY2
CGD:CAL0000145415	UniProtKB:G8BIJ3
CGD:CAL0000145417	UniProtKB:G8BGE2
CGD:CAL0000145421	UniProtKB:G8BBN4
CGD:CAL0000145419	UniProtKB:G8BI29
CGD:CAL0000145423	UniProtKB:G8BFZ3
CGD:CAL0000145425	UniProtKB:G8BBD9
CGD:CAL0000145427	UniProtKB:G8BC49
CGD:CAL0000145429	UniProtKB:G8BIS3
CGD:CAL0000145431	UniProtKB:G8BJW1
CGD:CAL0000145435	UniProtKB:G8BD75
CGD:CAL0000145437	UniProtKB:G8B5L7
CGD:CAL0000145439	UniProtKB:G8B5Y3
CGD:CAL0000145441	UniProtKB:G8BC03
CGD:CAL0000145443	UniProtKB:G8BE68
CGD:CAL0000145449	UniProtKB:G8BAV2
CGD:CAL0000145445	UniProtKB:G8B9L3
CGD:CAL0000145447	UniProtKB:G8BD67
CGD:CAL0000145451	UniProtKB:G8BE63
CGD:CAL0000145453	UniProtKB:G8B8M6
CGD:CAL0000145455	UniProtKB:G8B993
CGD:CAL0000145463	UniProtKB:G8BKX2
CGD:CAL0000145459	UniProtKB:G8BIQ3
CGD:CAL0000145457	UniProtKB:G8BG62
CGD:CAL0000145461	UniProtKB:G8B7I4
CGD:CAL0000145465	UniProtKB:G8BEN1
CGD:CAL0000145467	UniProtKB:G8B8P7
CGD:CAL0000145469	UniProtKB:G8BEW5
CGD:CAL0000145471	UniProtKB:G8B764
CGD:CAL0000145473	UniProtKB:G8B8K4
CGD:CAL0000145475	UniProtKB:G8BHX1
CGD:CAL0000145477	UniProtKB:G8B7U3
CGD:CAL0000145479	UniProtKB:G8BC06
CGD:CAL0000145481	UniProtKB:G8BCK4
CGD:CAL0000145485	UniProtKB:G8BAI5
CGD:CAL0000145487	UniProtKB:G8BGQ5
