From	To
B9WJM9	XP_002421244.1
B9W721	XP_002416892.1
B9WBZ1	XP_002418610.1
B9W742	XP_002416913.1
B9WH03	XP_002420366.1
B9W6R7	XP_002416788.1
B9WDN2	XP_002419199.1
B9WH33	XP_002420396.1
B9W788	XP_002416959.1
B9WEJ3	XP_002419510.1
B9W9G5	XP_002417735.1
B9WG68	XP_002420022.1
B9W8Y5	XP_002417555.1
B9WCN0	XP_002418847.1
B9WEH2	XP_002419489.1
B9WKE4	XP_002421459.1
B9WAV9	XP_002418229.1
B9W871	XP_002417295.1
B9WA14	XP_002417934.1
B9WBI5	XP_002418455.1
B9WAJ2	XP_002418112.1
B9WFH1	XP_002419775.1
B9WCB7	XP_002418734.1
B9WN66	XP_002422525.1
B9WET9	XP_002419606.1
B9WD41	XP_002419008.1
B9WMS8	XP_002422387.1
B9WM56	XP_002422165.1
B9W7T7	XP_002417158.1
B9WEY3	XP_002419650.1
B9WC03	XP_002418622.1
B9WEU4	XP_002419611.1
B9W6J6	XP_002416717.1
B9WF60	XP_002420292.1
B9WD56	XP_002419023.1
B9WK08	XP_002421325.1
B9W9K9	XP_002417779.1
B9WJ90	XP_002421152.1
B9W6Y0	XP_002416851.1
B9WAJ6	XP_002418116.1
B9WLG7	XP_002421928.1
B9WCZ8	XP_002418965.1
B9W8P4	XP_002417464.1
B9WII9	XP_002420901.1
B9WAS5	XP_002418195.1
B9WDV5	XP_002419272.1
B9WFN3	XP_002419837.1
B9WGA6	XP_002420060.1
B9WHT1	XP_002420643.1
B9WGB4	XP_002420068.1
B9WCG0	XP_002418777.1
B9WFA5	XP_002419709.1
B9WN32	XP_002422491.1
B9WBH2	XP_002418442.1
B9WKB9	XP_002421434.1
B9WDP7	XP_002419214.1
B9WI40	XP_002420752.1
B9WL91	XP_002421852.1
B9WFU2	XP_002419896.1
B9WG82	XP_002420036.1
B9WCE1	XP_002418758.1
B9WB77	XP_002418347.1
B9WE04	XP_002419321.1
B9W7N1	XP_002417102.1
B9WMK9	XP_002422318.1
B9WMS2	XP_002422381.1
B9WIH7	XP_002420889.1
B9WC63	XP_002418680.1
B9W8N7	XP_002417457.1
B9W6U5	XP_002416816.1
B9WEI2	XP_002419499.1
B9W916	XP_002417586.1
B9WE89	XP_002419406.1
B9WC87	XP_002418704.1
B9W6M5	XP_002416746.1
B9W979	XP_002417652.1
B9W6H1	XP_002416692.1
B9W9T0	XP_002417850.1
B9WDB0	XP_002419077.1
B9WCY9	XP_002418956.1
B9WEU8	XP_002419615.1
B9WD98	XP_002419065.1
B9WAW1	XP_002418231.1
B9WDA0	XP_002419067.1
B9WD00	XP_002418967.1
B9WIT0	XP_002420992.1
B9WBP2	XP_002418512.1
B9W9V4	XP_002417874.1
B9WE51	XP_002419368.1
B9WL21	XP_002421782.1
B9WEQ6	XP_002419573.1
B9WAW0	XP_002418230.1
B9WMA7	XP_002422216.1
B9WHP3	XP_002420605.1
B9WDM1	XP_002419188.1
B9WL36	XP_002421797.1
B9WFY1	XP_002419935.1
B9WE48	XP_002419365.1
B9WN07	XP_002422466.1
B9WEJ1	XP_002419508.1
B9WM99	XP_002422208.1
B9WD67	XP_002419034.1
B9WL89	XP_002421850.1
B9W6W9	XP_002416840.1
B9WH01	XP_002420364.1
B9WBL7	XP_002418487.1
B9WJL5	XP_002421230.1
B9WGH7	XP_002420131.1
B9WHD0	XP_002420493.1
B9W6S5	XP_002416796.1
B9WIM4	XP_002420936.1
B9WAD0	XP_002418050.1
B9WHM8	XP_002420591.1
B9WJ14	XP_002421076.1
B9W8J6	XP_002417416.1
B9WG32	XP_002419986.1
B9WG32	XP_002420000.1
B9W776	XP_002416947.1
B9WKV1	XP_002421712.1
B9WE33	XP_002419350.1
B9WJV6	XP_002421572.1
B9W8T1	XP_002417501.1
B9W880	XP_002417301.1
B9WG99	XP_002420053.1
B9WAL9	XP_002418139.1
B9W830	XP_002417250.1
B9W7P3	XP_002417114.1
B9WHH2	XP_002420535.1
B9WMW3	XP_002422422.1
B9WGM1	XP_002420174.1
B9WDW3	XP_002419280.1
B9W6R0	XP_002416781.1
B9WLE1	XP_002421902.1
B9W8L2	XP_002417432.1
B9WIG1	XP_002420873.1
B9W6G6	XP_002416687.1
B9WN22	XP_002422481.1
B9W9B9	XP_002417687.1
B9WI13	XP_002420725.1
B9WBQ1	XP_002418521.1
B9WCN9	XP_002418856.1
B9WIY6	XP_002421048.1
B9W8V9	XP_002417529.1
B9W7P9	XP_002417120.1
B9WFH9	XP_002419783.1
B9WGJ9	XP_002420153.1
B9WC27	XP_002418646.1
B9W9G1	XP_002417731.1
B9WM31	XP_002422142.1
B9WKL2	XP_002421623.1
B9WAS1	XP_002418191.1
B9WJN4	XP_002421249.1
B9WG14	XP_002419968.1
B9W6Q1	XP_002416772.1
B9W6W6	XP_002416837.1
B9WEV9	XP_002419626.1
B9WKI3	XP_002421498.1
B9W7S2	XP_002417143.1
B9WG16	XP_002419970.1
B9WIS5	XP_002420987.1
B9WAL4	XP_002418134.1
B9WB16	XP_002418286.1
B9WG63	XP_002420017.1
B9WLJ0	XP_002421951.1
B9WI98	XP_002420810.1
B9WBB6	XP_002418386.1
B9WAQ5	XP_002418175.1
B9WEE3	XP_002419460.1
B9W8W8	XP_002417538.1
B9WCL3	XP_002418830.1
B9WFI9	XP_002419793.1
B9WMK0	XP_002422309.1
B9WMT2	XP_002422391.1
B9WHM0	XP_002420583.1
B9WJB7	XP_002421179.1
B9WB21	XP_002418291.1
B9WAF2	XP_002418072.1
B9W9R1	XP_002417831.1
B9W9P1	XP_002417811.1
B9WB39	XP_002418309.1
B9WCL7	XP_002418834.1
B9WL31	XP_002421792.1
B9WBL0	XP_002418480.1
B9WG48	XP_002420002.1
B9WDS4	XP_002419241.1
B9WD01	XP_002418968.1
B9WIA7	XP_002420819.1
B9WFA4	XP_002419708.1
B9WII0	XP_002420892.1
B9WJ33	XP_002421095.1
B9WCY1	XP_002418948.1
B9WJI7	XP_002421297.1
B9W7A7	XP_002416978.1
B9WBW1	XP_002418580.1
B9WBF6	XP_002418426.1
B9WML3	XP_002422322.1
B9WL83	XP_002421844.1
B9WG23	XP_002419977.1
B9WG33	XP_002419987.1
B9W7Q2	XP_002417123.1
B9W877	XP_002417298.1
B9WHP5	XP_002420607.1
B9WBR0	XP_002418530.1
B9W9V2	XP_002417871.1
B9WMW8	XP_002422427.1
B9WE19	XP_002419336.1
B9WBW8	XP_002418587.1
B9WGV3	XP_002420316.1
B9W9X8	XP_002417898.1
B9WKB1	XP_002421428.1
B9W6G7	XP_002416688.1
B9WCT9	XP_002418906.1
B9WJ40	XP_002421102.1
B9W766	XP_002416937.1
B9WGX0	XP_002420333.1
B9WGB1	XP_002420065.1
B9WIX7	XP_002421039.1
B9WDK9	XP_002419176.1
B9WBJ2	XP_002418462.1
B9WFG9	XP_002419773.1
B9WA38	XP_002417958.1
B9WIT4	XP_002420996.1
B9WF42	XP_002420274.1
B9W9J9	XP_002417769.1
B9WL33	XP_002421794.1
B9WEK8	XP_002419525.1
B9WEC8	XP_002419445.1
B9W7B2	XP_002416983.1
B9WF74	XP_002420306.1
B9WHY2	XP_002420694.1
B9W9P3	XP_002417813.1
B9WCC1	XP_002418738.1
B9W6Q4	XP_002416775.1
B9W719	XP_002416890.1
B9W7M6	XP_002417097.1
B9WGU0	XP_002420243.1
B9WCS3	XP_002418890.1
B9WBC8	XP_002418398.1
B9W873	XP_002417293.1
B9WKE2	XP_002421457.1
B9WK22	XP_002421339.1
B9W9L6	XP_002417785.1
B9WDK6	XP_002419173.1
B9WC80	XP_002418697.1
B9WAU8	XP_002418218.1
B9WM91	XP_002422200.1
B9WED3	XP_002419450.1
B9WC35	XP_002418654.1
B9WGL0	XP_002420163.1
B9W7C3	XP_002416994.1
B9WCF5	XP_002418772.1
B9WBX9	XP_002418598.1
B9WE06	XP_002419323.1
B9WHW0	XP_002420672.1
B9W9F6	XP_002417726.1
B9W8U8	XP_002417518.1
B9W9J1	XP_002417761.1
B9WLU8	XP_002422059.1
B9WFX3	XP_002419927.1
B9WAR8	XP_002418188.1
B9WDJ1	XP_002419158.1
B9WCT3	XP_002418900.1
B9WL01	XP_002421762.1
B9WK05	XP_002421322.1
B9W6X4	XP_002416845.1
B9W913	XP_002417582.1
B9WG96	XP_002420050.1
B9WEQ8	XP_002419575.1
B9W9Y2	XP_002417902.1
B9W9W5	XP_002417885.1
B9WBU2	XP_002418561.1
B9WIT8	XP_002421000.1
B9W7T0	XP_002417151.1
B9WJ35	XP_002421097.1
B9WCH9	XP_002418796.1
B9WHR7	XP_002420629.1
B9WI10	XP_002420722.1
B9WKP2	XP_002421653.1
B9WEM4	XP_002419541.1
B9WDD4	XP_002419101.1
B9W7I3	XP_002417054.1
B9WHU5	XP_002420657.1
B9WAE4	XP_002418064.1
B9WDW0	XP_002419277.1
B9W6M7	XP_002416748.1
B9WK96	XP_002421413.1
B9WKM9	XP_002421640.1
B9WJ91	XP_002421153.1
B9WMP7	XP_002422356.1
B9WFA3	XP_002419707.1
B9W6K6	XP_002416727.1
B9W9J5	XP_002417765.1
B9WL57	XP_002421818.1
B9WB99	XP_002418369.1
B9WME2	XP_002422251.1
B9W7X6	XP_002417197.1
B9WGQ0	XP_002420203.1
B9WG87	XP_002420041.1
B9W8K5	XP_002417425.1
B9WMD4	XP_002422243.1
B9WDP0	XP_002419207.1
B9WME5	XP_002422254.1
B9WIX4	XP_002421036.1
B9WI02	XP_002420714.1
B9WAM6	XP_002418146.1
B9W9E3	XP_002417713.1
B9WFP6	XP_002419850.1
B9WH52	XP_002420415.1
B9WJR4	XP_002421542.1
B9WKN4	XP_002421645.1
B9W7G8	XP_002417039.1
B9WIS2	XP_002420984.1
B9W7H4	XP_002417045.1
B9WE34	XP_002419351.1
B9WK30	XP_002421347.1
B9WLX1	XP_002422082.1
B9WI91	XP_002420803.1
B9WIG0	XP_002420872.1
B9WLT9	XP_002422050.1
B9WM08	XP_002422119.1
B9WL03	XP_002421764.1
B9WF59	XP_002420291.1
B9WF85	XP_002419689.1
B9WLP6	XP_002422007.1
B9WH45	XP_002420408.1
B9WF57	XP_002420289.1
B9WI41	XP_002420753.1
B9WB19	XP_002418289.1
B9W7B1	XP_002416982.1
B9WA81	XP_002418001.1
B9W8V5	XP_002417525.1
B9W8Q3	XP_002417473.1
B9WDE6	XP_002419113.1
B9WJV7	XP_002421573.1
B9WAM4	XP_002418144.1
B9WA04	XP_002417924.1
B9WB06	XP_002418276.1
B9W6Z0	XP_002416861.1
B9WMX3	XP_002422432.1
B9WF92	XP_002419696.1
B9WFL5	XP_002419819.1
B9WC81	XP_002418698.1
B9WC00	XP_002418619.1
B9WMD1	XP_002422240.1
B9WBJ4	XP_002418464.1
B9WK74	XP_002421391.1
B9WB01	XP_002418271.1
B9WD15	XP_002418982.1
B9W8F0	XP_002417371.1
B9W7Y8	XP_002417209.1
B9W712	XP_002416883.1
B9W9B2	XP_002417683.1
B9WIW3	XP_002421025.1
B9WMP8	XP_002422357.1
B9WCI2	XP_002418799.1
B9WMI2	XP_002422291.1
B9WCA1	XP_002418718.1
B9WMH8	XP_002422287.1
B9WGF4	XP_002420108.1
B9WAV7	XP_002418227.1
B9WJ72	XP_002421134.1
B9WLX9	XP_002422090.1
B9WIX8	XP_002421040.1
B9WMD0	XP_002422239.1
B9WN11	XP_002422470.1
B9WBH4	XP_002418444.1
B9WG08	XP_002419962.1
B9WH35	XP_002420398.1
B9WJG4	XP_002421274.1
B9WFV2	XP_002419906.1
B9WE43	XP_002419360.1
B9WCB2	XP_002418729.1
B9WKZ5	XP_002421756.1
B9WLU3	XP_002422054.1
B9WN82	XP_002422541.1
B9WFN6	XP_002419840.1
B9WK58	XP_002421375.1
B9WN00	XP_002422459.1
B9W847	XP_002417267.1
B9WGB2	XP_002420066.1
B9W9Z1	XP_002417911.1
B9W8M8	XP_002417448.1
B9WAG8	XP_002418088.1
B9WFW0	XP_002419914.1
B9W9C8	XP_002417698.1
B9WCZ6	XP_002418963.1
B9W6V1	XP_002416822.1
B9WCA6	XP_002418723.1
B9WMG1	XP_002422270.1
B9WH16	XP_002420379.1
B9WJ00	XP_002421062.1
B9WMF7	XP_002422266.1
B9WI17	XP_002420729.1
B9WIC6	XP_002420838.1
B9WDP1	XP_002419208.1
B9W833	XP_002417253.1
B9W6T1	XP_002416802.1
B9WLI8	XP_002421949.1
B9WMH2	XP_002422281.1
B9WIA9	XP_002420821.1
B9WI84	XP_002420796.1
B9W8Y6	XP_002417556.1
B9WDM2	XP_002419189.1
B9W727	XP_002416898.1
B9WGY7	XP_002420350.1
B9WDR3	XP_002419230.1
B9WHH1	XP_002420534.1
B9WAF0	XP_002418070.1
B9WC84	XP_002418701.1
B9W9Z8	XP_002417918.1
B9W8D3	XP_002417354.1
B9WL08	XP_002421769.1
B9WLC9	XP_002421890.1
B9WN41	XP_002422500.1
B9WJS6	XP_002421521.1
B9W6W7	XP_002416838.1
B9WAG7	XP_002418087.1
B9WKT0	XP_002421691.1
B9WM34	XP_002422145.1
B9WIE4	XP_002420856.1
B9WKH7	XP_002421492.1
B9WGG0	XP_002420114.1
B9WK19	XP_002421336.1
B9WCY8	XP_002418955.1
B9WHL1	XP_002420574.1
B9W7H1	XP_002417042.1
B9WJK1	XP_002421311.1
B9WKZ0	XP_002421751.1
B9WHW3	XP_002420675.1
B9WID5	XP_002420847.1
B9W9N4	XP_002417804.1
B9WC18	XP_002418637.1
B9WH96	XP_002420459.1
B9WEW2	XP_002419629.1
B9W844	XP_002417265.1
B9WL12	XP_002421773.1
B9WBF9	XP_002418429.1
B9WCX4	XP_002418941.1
B9W7I4	XP_002417055.1
B9WB04	XP_002418274.1
B9WLZ8	XP_002422109.1
B9WD72	XP_002419039.1
B9WKD4	XP_002421449.1
B9WCF8	XP_002418775.1
B9WLY3	XP_002422094.1
B9WI03	XP_002420715.1
B9W9X3	XP_002417893.1
B9WN29	XP_002422488.1
B9WBY6	XP_002418605.1
B9WA45	XP_002417965.1
B9WA18	XP_002417937.1
B9W7C9	XP_002417000.1
B9WGZ5	XP_002420358.1
B9WFH5	XP_002419779.1
B9WF29	XP_002420262.1
B9WMD6	XP_002422245.1
B9WDX0	XP_002419287.1
B9W8D4	XP_002417355.1
B9WL63	XP_002421824.1
B9WIN6	XP_002420948.1
B9W704	XP_002416875.1
B9WK88	XP_002421405.1
B9WIW6	XP_002421028.1
B9WII8	XP_002420900.1
B9WF36	XP_002420269.1
B9WA44	XP_002417964.1
B9W8K1	XP_002417422.1
B9W6T8	XP_002416809.1
B9WBI6	XP_002418456.1
B9WI50	XP_002420762.1
B9W7P5	XP_002417116.1
B9WFH2	XP_002419776.1
B9W8C0	XP_002417341.1
B9WK47	XP_002421364.1
B9WB41	XP_002418311.1
B9WFM1	XP_002419825.1
B9WA19	XP_002417939.1
B9WKY6	XP_002421747.1
B9WI55	XP_002420767.1
B9WIE5	XP_002420857.1
B9WM92	XP_002422201.1
B9WMN6	XP_002422345.1
B9W8Q0	XP_002417470.1
B9WHI9	XP_002420552.1
B9WEU3	XP_002419610.1
B9W988	XP_002417657.1
B9WCV7	XP_002418924.1
B9WMY2	XP_002422441.1
B9WI81	XP_002420793.1
B9WAN5	XP_002418155.1
B9WG55	XP_002420009.1
B9WGB5	XP_002420069.1
B9WKF3	XP_002421468.1
B9WJK9	XP_002421224.1
B9WKN1	XP_002421642.1
B9WFH3	XP_002419777.1
B9WBW7	XP_002418586.1
B9WBM5	XP_002418495.1
B9WLI5	XP_002421946.1
B9WIT1	XP_002420993.1
B9WIN9	XP_002420951.1
B9W6I0	XP_002416701.1
B9WI11	XP_002420723.1
B9WKU1	XP_002421702.1
B9WIJ7	XP_002420909.1
B9WCR7	XP_002418884.1
B9WIN0	XP_002420942.1
B9W7K2	XP_002417073.1
B9W6R4	XP_002416785.1
B9W779	XP_002416950.1
B9WA13	XP_002417932.1
B9WBR3	XP_002418533.1
B9WBN0	XP_002418500.1
B9W6U9	XP_002416820.1
B9W6W5	XP_002416836.1
B9W781	XP_002416952.1
B9WIJ3	XP_002420905.1
B9WBD3	XP_002418403.1
B9WFY7	XP_002419941.1
B9WB68	XP_002418338.1
B9WE96	XP_002419413.1
B9WGY6	XP_002420349.1
B9WBA5	XP_002418375.1
B9W9B7	XP_002417685.1
B9W783	XP_002416954.1
B9WII5	XP_002420897.1
B9W6Q8	XP_002416779.1
B9WF90	XP_002419694.1
B9WLG3	XP_002421924.1
B9WH06	XP_002420369.1
B9W8N2	XP_002417452.1
B9W726	XP_002416897.1
B9WLW9	XP_002422080.1
B9WBY0	XP_002418599.1
B9WIK0	XP_002420912.1
B9W876	XP_002417297.1
B9WK45	XP_002421362.1
B9W7B5	XP_002416986.1
B9WKZ7	XP_002421758.1
B9WG35	XP_002419989.1
B9WEF3	XP_002419470.1
B9WCZ9	XP_002418966.1
B9WN25	XP_002422484.1
B9WDQ6	XP_002419223.1
B9W8B2	XP_002417333.1
B9W8W5	XP_002417535.1
B9WKQ7	XP_002421668.1
B9WMU1	XP_002422400.1
B9WH13	XP_002420376.1
B9WIA2	XP_002420814.1
B9WI07	XP_002420719.1
B9WM09	XP_002422120.1
B9WGE9	XP_002420103.1
B9WBL1	XP_002418481.1
B9W7X9	XP_002417200.1
B9WGX5	XP_002420338.1
B9WDV9	XP_002419276.1
B9WJ82	XP_002421144.1
B9WLH1	XP_002421932.1
B9W998	XP_002417667.1
B9WDD6	XP_002419103.1
B9W806	XP_002417227.1
B9WF96	XP_002419700.1
B9W9D9	XP_002417709.1
B9WED2	XP_002419449.1
B9WB22	XP_002418292.1
B9WH05	XP_002420368.1
B9WD85	XP_002419052.1
B9W6U3	XP_002416814.1
B9WM63	XP_002422172.1
B9WH62	XP_002420425.1
B9WKJ1	XP_002421506.1
B9WKG2	XP_002421477.1
B9WG13	XP_002419967.1
B9WHG3	XP_002420526.1
B9W7W1	XP_002417182.1
B9WKS2	XP_002421683.1
B9WET4	XP_002419601.1
B9WK14	XP_002421331.1
B9WAL2	XP_002418132.1
B9WHG2	XP_002420525.1
B9WIT2	XP_002420994.1
B9WDU6	XP_002419263.1
B9W6X2	XP_002416843.1
B9W7S6	XP_002417147.1
B9WCW7	XP_002418934.1
B9WI80	XP_002420792.1
B9WI57	XP_002420769.1
B9W7H3	XP_002417044.1
B9WHY0	XP_002420692.1
B9WH29	XP_002420392.1
B9W7V7	XP_002417178.1
B9WCS2	XP_002418889.1
B9WAK7	XP_002418127.1
B9W770	XP_002416941.1
B9WHR9	XP_002420631.1
B9WJB8	XP_002421180.1
B9WJ18	XP_002421080.1
B9WE32	XP_002419349.1
B9WKC3	XP_002421438.1
B9WHH3	XP_002420536.1
B9W8V7	XP_002417526.1
B9W7B9	XP_002416990.1
B9WBI0	XP_002418450.1
B9WDG8	XP_002419135.1
B9W800	XP_002417221.1
B9WC72	XP_002418689.1
B9WGD4	XP_002420088.1
B9W6L6	XP_002416737.1
B9WMB4	XP_002422223.1
B9WHC7	XP_002420490.1
B9WEH5	XP_002419492.1
B9WN24	XP_002422483.1
B9WDS2	XP_002419239.1
B9WBP7	XP_002418517.1
B9WKX6	XP_002421737.1
B9WJV9	XP_002421575.1
B9WMM6	XP_002422335.1
B9WMW9	XP_002422428.1
B9WB03	XP_002418273.1
B9WM11	XP_002422122.1
B9WIP1	XP_002420953.1
B9WCW9	XP_002418936.1
B9WIR5	XP_002420977.1
B9WKW9	XP_002421730.1
B9WDL0	XP_002419177.1
B9WJP2	XP_002421257.1
B9W8S1	XP_002417491.1
B9WHH0	XP_002420533.1
B9WHJ5	XP_002420558.1
B9WBJ8	XP_002418468.1
B9WAP9	XP_002418169.1
B9WA66	XP_002417986.1
B9WAP2	XP_002418162.1
B9WF30	XP_002420263.1
B9WJ30	XP_002421092.1
B9WE68	XP_002419385.1
B9W8W3	XP_002417533.1
B9WAM5	XP_002418145.1
B9WF65	XP_002420297.1
B9W9G2	XP_002417732.1
B9WHT3	XP_002420645.1
B9WGY9	XP_002420352.1
B9WKD0	XP_002421445.1
B9WI90	XP_002420802.1
B9WHZ5	XP_002420707.1
B9W910	XP_002417580.1
B9WJ96	XP_002421158.1
B9WD81	XP_002419048.1
B9WM12	XP_002422123.1
B9WGT7	XP_002420240.1
B9WFW8	XP_002419922.1
B9WHM4	XP_002420587.1
B9WG15	XP_002419969.1
B9WM87	XP_002422196.1
B9W7R7	XP_002417138.1
B9WGG1	XP_002420115.1
B9WF33	XP_002420266.1
B9WMG6	XP_002422275.1
B9WJV4	XP_002421570.1
B9WCN8	XP_002418855.1
B9WJC6	XP_002421188.1
B9WMH0	XP_002422279.1
B9WK40	XP_002421357.1
B9WGY5	XP_002420348.1
B9WIQ6	XP_002420968.1
B9WDL3	XP_002419180.1
B9WFH0	XP_002419774.1
B9WEL9	XP_002419536.1
B9W760	XP_002416931.1
B9WKZ8	XP_002421759.1
B9WGS2	XP_002420225.1
B9WH38	XP_002420401.1
B9W9H2	XP_002417742.1
B9WD42	XP_002419009.1
B9WBE2	XP_002418412.1
B9WAQ7	XP_002418177.1
B9WA90	XP_002418010.1
B9WG01	XP_002419955.1
B9WE73	XP_002419390.1
B9WBC1	XP_002418391.1
B9WL05	XP_002421766.1
B9WI22	XP_002420734.1
B9W8D1	XP_002417352.1
B9WKA6	XP_002421423.1
B9WD44	XP_002419011.1
B9WGL3	XP_002420166.1
B9WHG4	XP_002420527.1
B9W7Y4	XP_002417205.1
B9WGT8	XP_002420241.1
B9WB98	XP_002418368.1
B9W9S8	XP_002417848.1
B9WL29	XP_002421790.1
B9WJ89	XP_002421151.1
B9WHG5	XP_002420528.1
B9WHR4	XP_002420626.1
B9WMA0	XP_002422209.1
B9W7I9	XP_002417060.1
B9WFF2	XP_002419756.1
B9WFI2	XP_002419786.1
B9W976	XP_002417645.1
B9WH50	XP_002420413.1
B9W6I9	XP_002416710.1
B9WAT3	XP_002418203.1
B9WCX7	XP_002418944.1
B9WEE7	XP_002419464.1
B9WC29	XP_002418648.1
B9WAK9	XP_002418129.1
B9WMS3	XP_002422382.1
B9WLZ1	XP_002422102.1
B9WGI8	XP_002420142.1
B9WET2	XP_002419599.1
B9WDX9	XP_002419296.1
B9WAG2	XP_002418082.1
B9WLN8	XP_002421999.1
B9WBV6	XP_002418575.1
B9WN40	XP_002422499.1
B9WA68	XP_002417988.1
B9WE74	XP_002419391.1
B9WJ21	XP_002421083.1
B9WF12	XP_002419679.1
B9WMB3	XP_002422222.1
B9WKF7	XP_002421472.1
B9WEK6	XP_002419523.1
B9WN05	XP_002422464.1
B9WAE2	XP_002418062.1
B9WMG0	XP_002422269.1
B9WAK1	XP_002418121.1
B9WMN9	XP_002422348.1
B9WCH8	XP_002418795.1
B9WH54	XP_002420417.1
B9WMR4	XP_002422373.1
B9WLV1	XP_002422062.1
B9WM10	XP_002422121.1
B9WFX1	XP_002419925.1
B9WJ45	XP_002421107.1
B9W7A8	XP_002416979.1
B9WMK4	XP_002422313.1
B9WEC7	XP_002419444.1
B9WDN4	XP_002419201.1
B9WC42	XP_002418661.1
B9WGW0	XP_002420323.1
B9WK82	XP_002421399.1
B9W7A3	XP_002416974.1
B9WMS7	XP_002422386.1
B9WGH2	XP_002420126.1
B9WDH6	XP_002419143.1
B9WA78	XP_002417998.1
B9W865	XP_002417285.1
B9WF55	XP_002420287.1
B9WDZ6	XP_002419313.1
B9WH23	XP_002420386.1
B9WJK3	XP_002421313.1
B9WI76	XP_002420788.1
B9WIK2	XP_002420914.1
B9WK02	XP_002421319.1
B9WE30	XP_002419347.1
B9WCI9	XP_002418806.1
B9WCQ5	XP_002418872.1
B9WEJ0	XP_002419507.1
B9WDN7	XP_002419204.1
B9W7K8	XP_002417079.1
B9WCG5	XP_002418782.1
B9WGG6	XP_002420120.1
B9WDM4	XP_002419191.1
B9WAZ8	XP_002418268.1
B9WK42	XP_002421359.1
B9WIH2	XP_002420884.1
B9WHY8	XP_002420700.1
B9WBW9	XP_002418588.1
B9WIE2	XP_002420854.1
B9W6U7	XP_002416818.1
B9WDL2	XP_002419179.1
B9WEG4	XP_002419481.1
B9WMI7	XP_002422296.1
B9W9L7	XP_002417787.1
B9WCX9	XP_002418946.1
B9WHE0	XP_002420503.1
B9WJP6	XP_002421261.1
B9WMX9	XP_002422438.1
B9WH69	XP_002420432.1
B9WK79	XP_002421396.1
B9WJP3	XP_002421258.1
B9WB18	XP_002418288.1
B9WKM7	XP_002421638.1
B9W735	XP_002416906.1
B9W8A6	XP_002417327.1
B9WJH0	XP_002421280.1
B9WFG6	XP_002419770.1
B9WBZ0	XP_002418609.1
B9WIP8	XP_002420960.1
B9WLE2	XP_002421903.1
B9WAZ5	XP_002418265.1
B9WK71	XP_002421388.1
B9WJN6	XP_002421251.1
B9WB35	XP_002418305.1
B9WH53	XP_002420416.1
B9W8U7	XP_002417517.1
B9W8I3	XP_002417403.1
B9WDQ9	XP_002419226.1
B9WKH6	XP_002421491.1
B9WJJ1	XP_002421301.1
B9WBN7	XP_002418507.1
B9WD43	XP_002419010.1
B9W8J1	XP_002417411.1
B9WIP4	XP_002420956.1
B9W9X4	XP_002417894.1
B9WBK6	XP_002418476.1
B9W9I5	XP_002417755.1
B9WKQ8	XP_002421669.1
B9WJW3	XP_002421528.1
B9W714	XP_002416885.1
B9WAS0	XP_002418190.1
B9W7C0	XP_002416991.1
B9WG61	XP_002420015.1
B9WAI3	XP_002418103.1
B9W6X7	XP_002416848.1
B9WA07	XP_002417927.1
B9W767	XP_002416938.1
B9W784	XP_002416955.1
B9WHD8	XP_002420501.1
B9WMU3	XP_002422402.1
B9WFE8	XP_002419752.1
B9WIU9	XP_002421011.1
B9W9X5	XP_002417895.1
B9WK28	XP_002421345.1
B9WIL5	XP_002420927.1
B9WJA0	XP_002421162.1
B9WFG4	XP_002419768.1
B9WKR5	XP_002421676.1
B9WG62	XP_002420016.1
B9WLQ9	XP_002422020.1
B9WLK6	XP_002421967.1
B9WKU2	XP_002421703.1
B9WKV9	XP_002421720.1
B9WA02	XP_002417922.1
B9W7V3	XP_002417174.1
B9WM03	XP_002422114.1
B9WFP5	XP_002419849.1
B9WE79	XP_002419396.1
B9W7W8	XP_002417189.1
B9WN47	XP_002422506.1
B9W6V7	XP_002416828.1
B9WN64	XP_002422523.1
B9W9Y1	XP_002417901.1
B9WKF9	XP_002421474.1
B9WCC5	XP_002418742.1
B9WFV3	XP_002419907.1
B9W6S1	XP_002416792.1
B9W716	XP_002416887.1
B9WD60	XP_002419027.1
B9W6Y8	XP_002416859.1
B9W715	XP_002416886.1
B9WHY3	XP_002420695.1
B9W8A9	XP_002417330.1
B9WFX4	XP_002419928.1
B9WB65	XP_002418335.1
B9WM64	XP_002422173.1
B9WG09	XP_002419963.1
B9WF80	XP_002419684.1
B9WGK8	XP_002420161.1
B9WHB5	XP_002420478.1
B9WF08	XP_002419675.1
B9W8E8	XP_002417369.1
B9WL47	XP_002421808.1
B9WEU6	XP_002419613.1
B9WGY4	XP_002420347.1
B9WDB5	XP_002419082.1
B9WE20	XP_002419337.1
B9WKK6	XP_002421617.1
B9WFK2	XP_002419806.1
B9WDX3	XP_002419290.1
B9WG90	XP_002420044.1
B9WHG6	XP_002420529.1
B9WB17	XP_002418287.1
B9WHP7	XP_002420609.1
B9WD25	XP_002418992.1
B9WF03	XP_002419670.1
B9W6P7	XP_002416768.1
B9WBH6	XP_002418446.1
B9WFY8	XP_002419942.1
B9WG12	XP_002419966.1
B9W6X3	XP_002416844.1
B9WF05	XP_002419672.1
B9WD73	XP_002419040.1
B9WDU4	XP_002419261.1
B9WHB3	XP_002420476.1
B9WJG2	XP_002421272.1
B9WLT3	XP_002422044.1
B9WA69	XP_002417989.1
B9WG75	XP_002420029.1
